Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-02-04 00:00:00-05:00,171.3242429384525,172.550873711228,170.97977663969016,171.44186401367188,134306700,0.0,0.0,0.0
2015-02-05 00:00:00-05:00,172.1139720783773,173.32379605208897,172.0383612849539,173.1725616455078,97953200,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,173.54221551148223,174.11352692184977,172.16436340613285,172.69366455078125,125672000,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,172.0383974549311,172.7693275844993,171.5090961502164,171.9207763671875,87219000,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,172.97098194272638,174.01276513367452,171.96278646540648,173.7523193359375,96164200,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,173.58427619331837,174.2900027113332,172.9289568809136,173.85311889648438,91087800,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,174.6596513783707,175.58382610114808,173.8867110737457,175.52500915527344,97545900,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,175.6510562517341,176.2979657978937,175.39059766409736,176.24755859375,93670400,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,175.92826521563927,176.7012182769293,175.67622923884286,176.5247802734375,76968200,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,176.14676765729294,176.61725205164237,175.8779121063857,176.54164123535156,80652900,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,175.93667668099994,176.7852277238885,175.79385201950788,176.41555786132812,91462500,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,175.99548736474443,177.54977766671422,175.36537175363264,177.4741668701172,140896400,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,177.22214462463737,177.44898986816406,176.83566801787842,177.44898986816406,74411100,0.0,0.0,0.0
2015-02-24 00:00:00-05:00,177.37330987243405,178.15465976527958,177.07085391709592,177.95301818847656,72472300,0.0,0.0,0.0
2015-02-25 00:00:00-05:00,177.82705296734477,178.31434397437303,177.45738304341043,177.80184936523438,73061700,0.0,0.0,0.0
2015-02-26 00:00:00-05:00,177.70944848666076,177.86907986143103,176.97850549796212,177.59182739257812,72697900,0.0,0.0,0.0
2015-02-27 00:00:00-05:00,177.49099284726805,177.75984837680915,176.93650075212972,176.98690795898438,108076000,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,177.0876712551715,178.1630674234412,177.03726406286722,178.10426330566406,87491400,0.0,0.0,0.0
2015-03-03 00:00:00-05:00,177.66739586699202,178.15468680342147,176.49958213270352,177.3733367919922,110325800,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,176.76846556659942,176.8440891991557,175.64266184328596,176.62564086914062,114497200,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,176.95324730656378,177.10448170643852,176.30633789853817,176.81883239746094,76873000,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,175.9450952972162,176.38197908134885,173.9959441721574,174.33200073242188,188128000,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,174.5336433946919,175.4157950755477,174.3740120407127,175.05453491210938,89818900,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,173.6682431410817,173.7522508512546,172.17275719110177,172.2147674560547,157121300,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,172.47522425666466,172.65166225293447,171.72748764339508,171.81150817871094,110145700,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,172.45006280354238,174.06315748189323,172.3996555979278,173.99595642089844,93993500,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,173.7186561583254,174.69322511136613,171.87871674137187,172.9289093017578,162410900,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,173.6683106158707,175.3318126325115,172.9541742934087,175.23939514160156,136099200,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,174.49164535430265,175.1049543923043,173.89513017177603,174.71849060058594,94510400,0.0,0.0,0.0
2015-03-18 00:00:00-04:00,174.23955323180914,177.49935514756262,173.5926310040497,176.81883239746094,228808500,0.0,0.0,0.0
2015-03-19 00:00:00-04:00,176.39879043509313,176.82726448375803,175.61744032313197,176.01231384277344,117917300,0.0,0.0,0.0
2015-03-20 00:00:00-04:00,176.97520270518874,178.08071544207857,176.78954270145584,177.56593322753906,177715100,0.931,0.0,0.0
2015-03-23 00:00:00-04:00,177.5743479420697,178.15664399129204,177.21990966796875,177.21990966796875,71784500,0.0,0.0,0.0
2015-03-24 00:00:00-04:00,177.09341825650833,177.55755557089157,176.15668346195702,176.2241973876953,77805300,0.0,0.0,0.0
2015-03-25 00:00:00-04:00,176.43515037820836,176.6714426487412,173.5996302548512,173.64181518554688,159521700,0.0,0.0,0.0
2015-03-26 00:00:00-04:00,172.96667839877838,174.1565740014048,172.2577888060054,173.22828674316406,153067200,0.0,0.0,0.0
2015-03-27 00:00:00-04:00,173.11012621096114,173.80212117298348,172.91601891351377,173.62490844726562,118939000,0.0,0.0,0.0
2015-03-30 00:00:00-04:00,174.67138625947828,176.04695500219566,174.65451743736938,175.74314880371094,96180400,0.0,0.0,0.0
2015-03-31 00:00:00-04:00,174.907687334694,175.6165770847838,174.14817823876845,174.20724487304688,126768700,0.0,0.0,0.0
2015-04-01 00:00:00-04:00,174.17346749097902,174.19878359847496,172.58692274410285,173.59117126464844,137303600,0.0,0.0,0.0
2015-04-02 00:00:00-04:00,173.5236293751492,174.67133994544722,173.33796936547157,174.21563720703125,86900900,0.0,0.0,0.0
2015-04-06 00:00:00-04:00,173.31266116168882,175.91188853868888,173.17764622964566,175.388671875,114368200,0.0,0.0,0.0
2015-04-07 00:00:00-04:00,175.413996202159,176.17350512872648,174.89077951394418,174.92453002929688,81236300,0.0,0.0,0.0
2015-04-08 00:00:00-04:00,175.15238602573186,175.96252715533385,174.7557498704405,175.5152587890625,89351900,0.0,0.0,0.0
2015-04-09 00:00:00-04:00,175.34645715864173,176.52791818104268,174.84855664755557,176.2916259765625,85548900,0.0,0.0,0.0
2015-04-10 00:00:00-04:00,176.54489193779915,177.29596673876614,176.34236301517998,177.25376892089844,72722900,0.0,0.0,0.0
2015-04-13 00:00:00-04:00,177.11019440856307,177.75156992899937,176.40131787467257,176.4519500732422,74436600,0.0,0.0,0.0
2015-04-14 00:00:00-04:00,176.2494828637687,176.97524134309504,175.61655440657577,176.78958129882812,75099900,0.0,0.0,0.0
2015-04-15 00:00:00-04:00,177.26214974080906,178.09760698726518,177.17775413672038,177.58282470703125,99529300,0.0,0.0,0.0
2015-04-16 00:00:00-04:00,177.2452411201655,178.0469477293797,177.04269942729653,177.53216552734375,68934900,0.0,0.0,0.0
2015-04-17 00:00:00-04:00,176.32542990994148,176.5701565790852,174.69668732921838,175.48995971679688,191113200,0.0,0.0,0.0
2015-04-20 00:00:00-04:00,176.42667674891175,177.43092518721735,176.34229402315628,177.09336853027344,92189500,0.0,0.0,0.0
2015-04-21 00:00:00-04:00,177.7853410203933,177.94568491906762,176.57856389156572,176.8823699951172,72559800,0.0,0.0,0.0
2015-04-22 00:00:00-04:00,177.22834221873742,177.93723163647041,176.2916079052284,177.75157165527344,78264600,0.0,0.0,0.0
2015-04-23 00:00:00-04:00,177.34648568548894,178.85708161225,177.22833959710746,178.19883728027344,102585900,0.0,0.0,0.0
2015-04-24 00:00:00-04:00,178.62084352714976,178.88245188229166,178.1566934404649,178.61239624023438,61327400,0.0,0.0,0.0
2015-04-27 00:00:00-04:00,179.18623990594747,179.3128204272497,177.6756436746185,177.8697509765625,79358100,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,177.84441963608208,178.4857823506675,176.6545113299407,178.43515014648438,86863500,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,177.5321518236559,178.30854227095188,176.88235475349106,177.70094299316406,125684900,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,177.1187074061426,177.51534361137197,175.21147470602776,175.9203643798828,161304900,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,176.71360028410197,177.86975822594542,176.61233586293298,177.8275604248047,103399700,0.0,0.0,0.0
2015-05-04 00:00:00-04:00,178.25788587914528,178.92457742813286,178.1481870862024,178.33384704589844,70927200,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,178.0891464892491,178.45203208131755,176.14816377219663,176.2916259765625,113326200,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,176.8485951630182,177.16083565478235,174.48566038574955,175.56585693359375,135060200,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,175.46465059206156,176.69675702803127,175.12709388802313,176.266357421875,88244900,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,177.96257035453118,178.78959309054744,177.87817476073045,178.58705139160156,155877300,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,178.5448952603913,178.81493802556807,177.6587928904467,177.7347412109375,75708100,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,176.89082341930757,177.75160961806452,176.05535332548808,177.20306396484375,119727600,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,177.61660141677785,178.24952986401482,177.00055466701662,177.23684692382812,94667900,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,178.26640300578194,179.17782147129608,177.98791295712806,179.08499145507812,95934000,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,179.279052734375,179.4225149370903,178.789586637309,179.279052734375,76510100,0.0,0.0,0.0
2015-05-18 00:00:00-04:00,179.11033155758022,180.08925118698224,179.0428176388347,179.83609008789062,74549700,0.0,0.0,0.0
2015-05-19 00:00:00-04:00,179.95415733132393,180.23264729519303,179.49000739154206,179.7769317626953,72114600,0.0,0.0,0.0
2015-05-20 00:00:00-04:00,179.8782355642056,180.40989950960633,179.32970280054107,179.650390625,76857500,0.0,0.0,0.0
2015-05-21 00:00:00-04:00,179.506905194276,180.38456007803353,179.3381140177821,180.173583984375,64764600,0.0,0.0,0.0
2015-05-22 00:00:00-04:00,179.78539475895374,180.20734697549716,179.6756959389851,179.7432098388672,57433500,0.0,0.0,0.0
2015-05-26 00:00:00-04:00,179.24530396643303,179.67570348664137,177.3887167110441,177.8106689453125,124308600,0.0,0.0,0.0
2015-05-27 00:00:00-04:00,178.27483039751695,179.73478161605163,177.86131254574096,179.4984893798828,93214000,0.0,0.0,0.0
2015-05-28 00:00:00-04:00,179.1861867669336,179.40559723110977,178.595456381108,179.2958984375,74974600,0.0,0.0,0.0
2015-05-29 00:00:00-04:00,179.22843776914084,179.2706226916163,177.91194883928745,178.18199157714844,124919600,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,178.85711663400372,179.19467327348792,177.74315654517713,178.5448760986328,93338800,0.0,0.0,0.0
2015-06-02 00:00:00-04:00,178.08070560658246,179.0680721844694,177.44777732252987,178.3676300048828,91531000,0.0,0.0,0.0
2015-06-03 00:00:00-04:00,178.90772385479698,179.47313822929172,178.34230948030222,178.8402099609375,87820900,0.0,0.0,0.0
2015-06-04 00:00:00-04:00,178.12292314315454,178.78960201038598,177.00896305881602,177.32965087890625,151882800,0.0,0.0,0.0
2015-06-05 00:00:00-04:00,177.17777555962223,177.70943960035063,176.35918703343776,177.02587890625,121704700,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,176.91606569465912,177.06797513785088,175.86118550594432,175.9371337890625,89063300,0.0,0.0,0.0
2015-06-09 00:00:00-04:00,175.91184997558594,176.46039550055232,175.27048733885732,175.91184997558594,105034700,0.0,0.0,0.0
2015-06-10 00:00:00-04:00,176.68831185153755,178.40988454280696,176.62924522225836,178.0216827392578,134551300,0.0,0.0,0.0
2015-06-11 00:00:00-04:00,178.46892661370214,178.9837088927003,178.23263437517457,178.59552001953125,73876400,0.0,0.0,0.0
2015-06-12 00:00:00-04:00,177.75999633449499,178.4688728364751,176.94984256297676,177.22833251953125,135382400,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,176.0722206971558,176.75578122878008,175.35489677705442,176.46885681152344,124384200,0.0,0.0,0.0
2015-06-16 00:00:00-04:00,176.3169633263011,177.51531906380993,176.1397505900651,177.43092346191406,85308200,0.0,0.0,0.0
2015-06-17 00:00:00-04:00,177.71783447265625,178.33389399061798,176.67983560798973,177.71783447265625,126708600,0.0,0.0,0.0
2015-06-18 00:00:00-04:00,178.3254991067917,180.03862460812496,177.7516500949198,179.5660400390625,165867900,0.0,0.0,0.0
2015-06-19 00:00:00-04:00,179.32008904386254,179.3964067910099,178.3872734467358,178.7688751220703,130478700,1.03,0.0,0.0
2015-06-22 00:00:00-04:00,179.70165619211846,180.27829631256904,179.47269005507124,179.6846923828125,70696000,0.0,0.0,0.0
2015-06-23 00:00:00-04:00,179.8966804898792,180.15108585097724,179.41332194942765,179.81187438964844,68476800,0.0,0.0,0.0
2015-06-24 00:00:00-04:00,179.54056931161622,179.92217099218522,178.4805574547035,178.50599670410156,92307300,0.0,0.0,0.0
2015-06-25 00:00:00-04:00,179.01471642692124,179.14191260915038,177.88686283265469,177.9631805419922,97107400,0.0,0.0,0.0
2015-06-26 00:00:00-04:00,178.32787376403948,178.5738037123987,177.3696320337573,177.9293212890625,104174800,0.0,0.0,0.0
2015-06-29 00:00:00-04:00,176.42838937319326,177.9378453362363,174.1218023632311,174.1981201171875,202621300,0.0,0.0,0.0
2015-06-30 00:00:00-04:00,175.75839686114622,175.80928828666913,174.07934212753864,174.56271362304688,182925100,0.0,0.0,0.0
2015-07-01 00:00:00-04:00,176.15698311242937,176.41138851178968,175.1648137005607,175.96194458007812,135979900,0.0,0.0,0.0
2015-07-02 00:00:00-04:00,176.44529182365477,176.61489108666362,175.37679188146979,175.80079650878906,104373700,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,174.49493061607143,176.08917978840722,174.291403663612,175.300537109375,117975400,0.0,0.0,0.0
2015-07-07 00:00:00-04:00,175.5040508480535,176.53013509123454,173.0872186105082,176.40293884277344,173820200,0.0,0.0,0.0
2015-07-08 00:00:00-04:00,175.04614280271954,175.3344629657015,173.2059634948409,173.4434051513672,164020100,0.0,0.0,0.0
2015-07-09 00:00:00-04:00,175.57181925035815,175.8347129718799,173.6468476809382,173.757080078125,144113100,0.0,0.0,0.0
2015-07-10 00:00:00-04:00,175.7838986938019,176.36902736950793,173.79955939848506,175.9450225830078,129456900,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,177.22554689590305,177.99722586718596,177.18314382417083,177.88699340820312,106069400,0.0,0.0,0.0
2015-07-14 00:00:00-04:00,177.84451814097477,178.9723721052784,177.78515127672932,178.65859985351562,81709600,0.0,0.0,0.0
2015-07-15 00:00:00-04:00,178.70101540913873,179.16742316228235,178.1158868587946,178.59925842285156,97914100,0.0,0.0,0.0
2015-07-16 00:00:00-04:00,179.66777410204932,180.0324249267578,179.42185703297494,180.0324249267578,106683300,0.0,0.0,0.0
2015-07-17 00:00:00-04:00,180.02391946999984,180.24441020714542,179.60840312309736,180.18504333496094,89030000,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,180.41403546636744,180.77867336934594,179.95611599338991,180.27835083007812,70446800,0.0,0.0,0.0
2015-07-21 00:00:00-04:00,180.14266507151186,180.40555890503424,179.26074082032395,179.56602478027344,77965000,0.0,0.0,0.0
2015-07-22 00:00:00-04:00,178.87061768773594,179.58295542243596,178.8367030049391,179.24374389648438,88667900,0.0,0.0,0.0
2015-07-23 00:00:00-04:00,179.3794984956992,179.4812555233891,177.87004220015803,178.23468017578125,90509100,0.0,0.0,0.0
2015-07-24 00:00:00-04:00,178.33638002521744,178.39573395483268,176.0467572252114,176.38595581054688,117755000,0.0,0.0,0.0
